x,y,index,esp,labels,p_label,mode
-29.474380407899794,-2.925345332713764,39529,6,0,0,train
-15.733898211511114,-13.931819565305242,23135,3,0,0,train
11.923543939502927,24.24602533946706,27218,5,0,0,train
-38.82429267799196,-15.353874308248637,25539,4,0,0,train
-9.632782045432464,13.095501127546175,23335,3,0,0,train
-22.614359777881386,-46.67921133154772,39239,6,0,0,train
4.5804220663627735,-11.929133197292684,42396,8,0,0,train
15.806726277648963,-33.637546612709684,23549,3,0,0,train
15.909633605591406,-24.947743746803877,27687,5,0,0,train
-47.98906988275739,18.19981394695972,39373,6,0,0,train
-14.194957256480667,-31.629454796219466,46493,9,0,0,train
-20.71004570957827,-24.050435554464755,42716,8,0,0,train
-17.063403836793864,27.798070234564577,21216,11,0,0,train
-2.5920998921559035,40.671536744068675,39168,6,0,0,train
-49.754933351568766,12.656134110757169,47289,9,4,4,train
-22.08128520250012,29.18553080205597,26622,5,0,0,train
-58.15467766818722,2.8252020829895184,25335,4,4,4,train
0.3150735429158127,9.706904398428746,28096,5,0,0,train
-52.54152951703142,15.88318694788181,46581,9,4,4,train
-52.494521033332404,24.184846215717783,41063,7,4,4,train
8.825094732996861,12.7926611344723,21250,11,0,0,train
7.8221135298795,12.481891304952859,21625,1,0,0,train
-47.040676944422756,13.036531819593034,40879,7,0,0,train
-6.966042094951416,-32.67960380236076,23485,3,0,0,train
-30.906202830828544,-20.324746540352734,22348,2,0,0,train
-8.907165754394367,21.225538183229347,22641,2,0,0,train
-32.03625036051777,17.095745178031596,21369,1,0,0,train
18.02365932532177,1.4399476375784408,21186,11,0,0,train
-0.7663616139100293,39.54852099474812,27133,5,0,0,train
-21.396338929933727,-53.460391352697414,46454,9,1,1,train
-3.564995339698165,4.488574785415147,22454,2,0,0,train
1.4913172481666077,-13.198774248528442,22913,3,0,0,train
-6.985590202309909,8.368739925085821,23145,3,0,0,train
-4.952961953078877,37.100744866569954,25086,4,0,0,train
-20.90571559989545,8.408755925796727,23021,3,0,0,train
9.447416562012567,-24.57847860844916,40587,7,0,0,train
-35.27439188284552,54.184110970887545,27971,5,4,4,train
-46.59404634310074,51.07425749543121,42582,8,4,4,train
-39.09018806477475,-15.950566778262633,20185,0,0,0,train
-21.106331132185943,2.0126020932282156,39909,6,0,0,train
50.62393771357827,25.322574922136553,26040,4,2,2,train
-21.650640769909522,29.996732789396358,27242,5,0,0,train
17.100926782725644,15.643539400840293,26297,4,0,0,train
0.06063891400125865,28.81489017956603,41297,7,0,0,train
-7.4835661815653465,-41.75206780105346,21590,1,0,0,train
-23.786932153589973,59.27532938815412,39400,6,4,4,train
-57.17404025483475,1.915417361686961,25640,4,4,4,train
-52.63923465766106,17.679254767830923,46448,9,4,4,train
11.52402946885772,27.497764934617816,39511,6,0,0,train
-4.5197617540793775,36.184124988967994,25132,4,0,0,train
-55.68179659674085,27.65577900925854,41627,7,4,4,train
-47.77740926922294,-15.957299060799185,25569,4,0,0,train
54.63446808236327,6.357289980385147,27616,5,2,2,train
-31.005484690327634,-1.2416086496972834,21828,1,0,0,train
-62.8324643518536,7.547540899762671,25517,4,4,4,train
26.459226209412662,-12.370167451885472,21126,11,0,0,train
-42.91644403411685,25.349108294671854,22667,2,0,0,train
16.666659611100247,12.994698000229604,42353,8,0,0,train
-41.3368233194885,19.841022333346814,41951,8,0,0,train
-26.091705325333375,-31.009480238106903,26210,4,0,0,train
-29.272343202313976,-41.98515758074244,46832,9,3,3,train
34.42599273853659,37.43041949982495,24481,4,0,0,train
22.184608506239943,-1.5262888421377145,20878,11,0,0,train
-2.8540104500361405,0.5570803467025427,42544,8,0,0,train
-64.41998163798225,-5.337981327532242,25357,4,3,3,train
55.449424461100875,18.021022083238478,25916,4,2,2,train
-7.470189271261548,-16.017683223244788,42366,8,0,0,train
53.84468688396153,9.88290679501026,26774,5,2,2,train
