x,y,index,esp,labels,p_label,mode
-38.24157866440807,-18.91045303315373,39529,6,0,0,train
26.889371014901123,-6.354302994819587,27218,5,0,0,train
-3.027312164113818,-63.087812257891756,157629,10,0,0,train
-33.195471303983005,-17.844416574873797,25539,4,0,0,train
-28.294482429015805,-54.10681425299456,157457,10,0,0,train
-49.026425667466164,-23.59861640591578,39239,6,0,0,train
17.86885109525186,-44.383996711929846,42396,8,0,0,train
33.661045892956054,-46.71324482649352,157939,10,0,0,train
-16.718763241685103,38.7223151231658,158143,10,0,0,train
35.48180903152915,-36.356621260387456,27687,5,0,0,train
-54.0646973234531,10.646926115238898,39373,6,0,0,train
-10.674109519190218,-20.021920003053424,46493,9,0,0,train
-1.0451317363410269,-35.07713210968211,42716,8,0,0,train
-1.5910533670682616,9.73787634150557,21216,11,0,0,train
-8.695033319275444,-48.70519119948661,157311,10,0,0,train
-21.183710261003856,10.038947552930477,39168,6,0,0,train
-0.5286094850875207,42.651601698240555,47289,9,4,1,train
-8.012414527456134,14.034574939700665,26622,5,0,0,train
-6.42286560127218,41.624363039028445,25335,4,4,4,train
5.0831896952711855,-14.797301586753832,28096,5,0,0,train
6.899818822644069,52.46703887968094,46581,9,4,4,train
14.837040051999496,-59.122732528767614,157670,10,0,0,train
8.238650923436222,42.20355542769259,41063,7,4,4,train
16.869124956652044,-10.664165081080213,21250,11,0,0,train
12.666686476746149,-3.184230448654328,21625,1,0,0,train
-4.784517160212682,37.215790158768684,40879,7,0,0,train
-22.662122004946255,-20.681014763769113,22348,2,0,0,train
-8.021242583636964,-61.13815382568181,157192,10,0,0,train
-0.6873961226863194,10.00474467919331,22641,2,0,0,train
-13.415682013588436,19.913632590098064,21369,1,0,0,train
35.06882489068199,-12.047906938280056,21186,11,0,0,train
-1.6297503636961084,2.7576725099664348,27133,5,0,0,train
-45.715579392097624,-24.866544365078013,46454,9,1,1,train
17.812022180836472,-0.5469101446606803,22454,2,0,0,train
-34.05936182488494,-3.4103097806524314,25086,4,0,0,train
31.877195646514313,-37.65125768043559,40587,7,0,0,train
-29.970371730616556,49.12175078071338,27971,5,4,4,train
-29.073223754967042,-56.29318124075585,157018,10,1,1,train
-22.42381399587397,51.16421126365987,42582,8,4,4,train
16.31377654753909,8.781216693145026,20185,0,0,0,train
-16.97104078664985,-6.279741002812311,39909,6,0,0,train
54.765402616913846,26.458608924412495,26040,4,2,2,train
-38.00040375393521,-54.46314183825636,157085,10,0,0,train
-29.292613349737405,-53.89878940783084,157445,10,0,0,train
-12.381361229767334,11.985077223834423,27242,5,0,0,train
3.001845342548525,-19.55691678976006,26297,4,0,0,train
-13.563705179054068,-6.755210066029788,41297,7,0,0,train
28.829217588680383,17.220407405497483,21590,1,0,0,train
-42.29003700663122,41.29962351779775,39400,6,4,4,train
-53.0132245532742,9.453979593518456,25640,4,4,4,train
5.671247118213885,50.992534154338266,46448,9,4,4,train
-3.0443633869365456,4.399824565413596,39511,6,0,0,train
-5.166071484551643,2.771120575313713,25132,4,0,0,train
18.70004532738587,-52.568993847086496,157295,10,0,0,train
0.819559264033197,48.74867356441114,41627,7,4,4,train
-47.11652412856445,-11.857135929973186,25569,4,0,0,train
32.83906667558685,36.18496893867519,27616,5,2,2,train
3.179940043767144,-50.978513214593214,156872,10,0,0,train
7.74726468623465,3.3289051845685798,21828,1,0,0,train
-50.51050852011735,17.198305385396186,25517,4,4,4,train
38.04343648471736,-31.168155089108204,21126,11,0,0,train
-4.3985289069775515,31.899734968098677,22667,2,0,0,train
-6.0407747622684145,-24.835079352030476,42353,8,0,0,train
-8.728202239728589,33.91639210854446,41951,8,0,0,train
24.784520097038516,-20.340682753456793,26210,4,0,0,train
-3.628283860765703,-63.642393805121465,46832,9,3,3,train
-5.431554742287766,-60.63769348562923,156767,10,0,0,train
-36.907297628610344,-54.48705745625697,156927,10,0,0,train
22.720260600705327,32.18455823095669,24481,4,0,0,train
34.829764789434314,-28.429459300435866,20878,11,0,0,train
-0.27396114385744186,-12.148720658332074,42544,8,0,0,train
-60.064626040058805,11.43058899396976,25357,4,3,3,train
47.20579360374021,32.05277903312549,25916,4,2,2,train
12.181142105445304,-20.37515784862199,42366,8,0,0,train
30.68857692601433,35.23103948138735,26774,5,2,2,train
-8.94682561587616,-4.798009358446416,27815,5,0,0,train
-5.461795889544123,-50.360247579012864,157898,10,0,0,train
-0.9996251408216716,61.35163799918092,25902,4,4,4,train
-59.2687723880679,29.95422948662975,25447,4,3,3,train
21.140697550388804,-51.87329066325398,157734,10,0,0,train
-19.062034326069824,-29.677725064083887,21158,11,0,0,train
-14.913008134016199,-9.310642462556672,22508,2,0,0,train
30.631412004083053,-52.28876579052871,157402,10,0,0,train
-13.656373038067267,-6.037053761254244,22550,2,0,0,train
-8.950556035755241,31.042969762435234,40918,7,0,0,train
19.466347862312347,-6.847246870613374,40877,7,0,0,train
57.70581539454823,24.778628167027538,28058,5,2,2,train
-1.2541163309306453,6.609102000858254,28147,5,0,0,train
-8.401970947908849,36.14864264602433,27827,5,0,0,train
17.050090404117427,-18.813826128264658,46816,9,0,0,train
