x,y,index,esp,labels,p_label,mode
-11.045203720296303,7.13945491185973,39529,6,0,0,train
-35.65856622942431,-22.350978149909427,23135,3,0,0,train
-23.99681252040874,-39.661881370810306,27218,5,0,0,train
9.360439452176767,-8.830516056065463,157629,10,0,0,train
0.5847036183557224,7.411069001872603,25539,4,0,0,train
-36.91896769284753,-23.04204557521043,23335,3,0,0,train
-29.85085199608433,-21.126660012361775,157457,10,0,0,train
17.976945682459192,11.10460135712932,39239,6,0,0,train
-3.5318391154657465,-44.13972350793824,42396,8,0,0,train
20.351759749225085,-31.888597582878223,23549,3,0,0,train
31.398646733826194,-40.999529027021126,157939,10,0,0,train
-33.65051459460758,20.135782433060676,158143,10,0,0,train
23.36680802278082,-44.57242548501131,27687,5,0,0,train
-13.054909339371731,30.217030120435847,39373,6,0,0,train
-2.557317054775746,-16.663352664998868,46493,9,0,0,train
3.7234249585014325,0.20052417448641702,42716,8,0,0,train
4.157397630817195,-23.27291042208567,157311,10,0,0,train
-48.85629518429059,-9.53278315694637,39168,6,0,0,train
-30.53529792492063,29.59707488383992,47289,9,4,0,train
-51.688709171445566,-0.8192766230274122,26622,5,0,0,train
-8.85297121959887,38.55911724142025,25335,4,4,0,train
-11.480797573912175,-44.62394800351157,28096,5,0,0,train
-20.539266167143165,40.311079810434606,46581,9,4,4,train
12.036380934342137,-12.67868771011489,157670,10,0,0,train
-31.4497562775419,35.34034046875007,41063,7,4,4,train
-13.668428116341264,-38.96948237930333,21625,1,0,0,train
-28.41945785511692,28.770710279346947,40879,7,0,0,train
4.12020107921896,-38.2807558018459,23485,3,0,0,train
-7.7534134088094575,-6.428816110574338,22348,2,0,0,train
12.205528400165171,-13.080035516261574,157192,10,0,0,train
-44.251264849914406,-4.610036407152222,22641,2,0,0,train
-43.90511558860541,17.679900228015832,21369,1,0,0,train
-46.060251651392406,-28.077923336119756,27133,5,0,0,train
16.51916403151614,-1.6324469757227895,46454,9,1,1,train
-25.75826032165443,-41.53094841018253,22454,2,0,0,train
14.45559694386068,-40.03292967489401,22913,3,0,0,train
-33.791350466147165,-38.305106204091686,23145,3,0,0,train
-47.74039266251327,-32.965616575313376,25086,4,0,0,train
-47.57480278259311,-6.561122390702024,23021,3,0,0,train
22.627428110194643,-21.6790974925415,40587,7,0,0,train
-6.2747638128510035,66.31123407273867,27971,5,4,4,train
13.387842376219357,-0.9080170225838806,157018,10,1,1,train
-12.672316326752451,58.36932992062134,42582,8,4,4,train
-2.958443776773219,15.015460265681025,20185,0,0,0,train
-20.968343501324323,2.1577172089286982,39909,6,0,0,train
40.8209317450698,33.30385741060297,26040,4,2,2,train
-36.90461015133303,-5.149944448366046,157085,10,0,0,train
-31.211564806685328,-21.719811021484094,157445,10,0,0,train
-51.41741608533492,-3.3021121018249207,27242,5,0,0,train
-26.635156284299516,-48.739268765962564,26297,4,0,0,train
-35.225427763398486,-36.93759348184739,41297,7,0,0,train
8.733119730476606,14.90566454322077,21590,1,0,0,train
5.3402944485197725,64.83851937239112,39400,6,4,4,train
-9.205799481709757,36.27751828711301,25640,4,4,4,train
-29.502956958475853,31.413903697869653,46448,9,4,4,train
-18.304012849324074,-12.962900543038305,39511,6,0,0,train
-48.1793152735695,-33.83277470323836,25132,4,0,0,train
19.22888144895377,-52.17046562774131,157295,10,0,0,train
-33.359419189606086,38.23631389624104,41627,7,4,4,train
9.562092050215803,35.958236379442496,25569,4,0,0,train
46.557491473571275,11.302129757955612,27616,5,2,2,train
29.47034841727874,-29.962013161902473,156872,10,0,0,train
-9.140875610953298,11.256075504747956,21828,1,0,0,train
-13.870421022358041,43.6023402608713,25517,4,4,4,train
-36.123517394247784,28.946126199882404,22667,2,0,4,train
-16.890132857608904,-51.54498181915774,42353,8,0,0,train
-23.61962029477485,26.503788766553345,41951,8,0,0,train
29.485873208670814,8.232783036227103,26210,4,0,0,train
8.891555834046128,42.02317216036923,46832,9,3,3,train
16.2360765800796,-28.52934283907223,156767,10,0,0,train
-35.38960895021074,-5.676266174848309,156927,10,0,0,train
-15.528876859755492,8.32092092280584,24481,4,0,0,train
-16.62331238891261,-27.051547134157815,42544,8,0,0,train
-1.2230046435867874,42.64246026721379,25357,4,3,3,train
