x,y,index,esp,labels,p_label,mode
-0.43843830851665544,1.8821032156935802,23135,3,0,0,train
24.993553332348196,-1.8110881766181623,27218,5,0,0,train
-26.964366176654003,-61.87079201325689,157629,10,0,0,train
-31.203078524636013,-1.6008032789740088,25539,4,0,0,train
14.392548673478284,14.1625655812257,23335,3,0,0,train
-51.63844958021794,-45.848448412781295,157457,10,0,0,train
-9.667686942969164,-40.671024035224434,42396,8,0,0,train
-2.0757679098231376,-51.550932227721205,23549,3,0,0,train
-4.40039945419227,-55.90838968074689,157939,10,0,0,train
-49.335585423223066,12.278533688710331,158143,10,0,0,train
15.932178856900435,-32.20187772729846,27687,5,0,0,train
-12.816847477849127,-33.9791501183708,46493,9,0,0,train
-29.72095378306812,-19.067586561633824,42716,8,0,0,train
7.329998819468285,24.85553260129977,21216,11,0,0,train
-39.10547244704358,-14.848801784390284,157311,10,0,0,train
-34.99666716963686,31.674331430640645,47289,9,4,4,train
-1.7131934718774868,31.2393389633375,26622,5,0,0,train
-43.97741844525406,22.90460161110261,25335,4,4,4,train
16.503561263884766,-6.805288598878229,28096,5,0,0,train
-35.98190421287448,30.051413526310622,46581,9,4,4,train
-41.38288063738693,-37.81600927163946,157670,10,0,0,train
-36.404388830705514,38.43610330942627,41063,7,4,4,train
19.89286424594149,1.2846939383260811,21250,11,0,0,train
19.42473673269391,-18.932976635700328,21625,1,0,0,train
-33.69083943889963,31.224467889368295,40879,7,0,0,train
3.9278578351156384,-41.62841305898367,23485,3,0,0,train
-8.066926028476225,-11.445878385178382,22348,2,0,0,train
-43.26358225679779,-38.8427347656267,157192,10,0,0,train
-1.3968796156677898,18.62276012926518,22641,2,0,0,train
-15.353563785936284,35.57840192803255,21369,1,0,0,train
20.555222564289895,-19.671609790946157,21186,11,0,0,train
19.757479524759148,25.420886882375548,27133,5,0,0,train
-47.89087362131848,-33.14845149348726,46454,9,1,1,train
7.610306675751227,-4.455428876742893,22454,2,0,0,train
6.451705886594032,-21.375275092079864,22913,3,0,0,train
14.93565712902959,9.528383815178284,23145,3,0,0,train
24.304466701205083,23.457826901676867,25086,4,0,0,train
-1.492171431986832,9.580154621475392,23021,3,0,0,train
3.2313941645570488,-37.57674896636435,40587,7,0,0,train
-31.531205350969444,59.68360922965354,27971,5,4,4,train
-52.851156766418356,-37.622028415376505,157018,10,1,1,train
-40.27161703994595,59.27059744500161,42582,8,4,4,train
-28.65707180929039,-2.604891176562042,20185,0,0,0,train
48.263919493660595,26.363610951295623,26040,4,2,2,train
-56.21683724546919,-45.31908028333275,157085,10,0,0,train
-52.98826608615289,-44.853778078717696,157445,10,0,0,train
-0.9556523169647217,31.823777932050884,27242,5,0,0,train
28.883946840352916,0.05086822611953057,26297,4,0,0,train
26.79582173194277,8.895832329824103,41297,7,0,0,train
-25.100253209047562,-29.665391090203375,21590,1,0,0,train
-43.987539584682764,21.645139550769777,25640,4,4,4,train
-35.15069758068145,30.73437389449057,46448,9,4,4,train
24.997457030186002,23.06691075452788,25132,4,0,0,train
-20.441960222261308,-45.884982339022585,157295,10,0,0,train
-39.31580628916112,42.74397640221494,41627,7,4,4,train
-42.05514837144895,-1.5481059499368435,25569,4,0,0,train
24.015919618128127,40.28163609349451,27616,5,2,2,train
-25.05852329533123,-53.987071603877396,156872,10,0,0,train
-2.39820727467274,13.100484540158403,21828,1,0,0,train
-56.6039837827163,24.032971637183234,25517,4,4,4,train
23.512735549776874,-30.22736439568839,21126,11,0,0,train
-29.77416496801231,38.27767151452811,22667,2,0,0,train
29.247087601672373,0.6898413871874873,42353,8,0,0,train
-27.28309766585158,27.874188194477526,41951,8,0,0,train
-31.183888362980113,-17.885951775388754,26210,4,0,0,train
-48.589843806754104,-20.884644470245682,46832,9,3,3,train
-34.25272499215232,-52.291493471259116,156767,10,0,0,train
-55.53066608064114,-44.68174400888789,156927,10,0,0,train
9.666582360043645,53.444533439218176,24481,4,0,0,train
21.706090049137355,-23.521351754244726,20878,11,0,0,train
13.19121223242346,1.0099818106586178,42544,8,0,0,train
-58.09104186671854,8.257866853535493,25357,4,3,3,train
43.559953183495324,33.9099674400217,25916,4,2,2,train
6.8696633174224,-24.36605742710662,42366,8,0,0,train
31.27552531136016,41.4196180197187,26774,5,2,2,train
19.54801022474977,15.012240204065744,27815,5,0,0,train
-25.39382738279286,-43.28872867899118,157898,10,0,0,train
-51.290047323190805,34.51845270306977,25902,4,4,4,train
-61.7978653436505,15.966515128799845,25447,4,3,3,train
-11.812625683642965,-7.728318554850441,23199,3,0,0,train
-27.35709777807426,-49.96960524651037,157734,10,0,0,train
-32.312994478515996,-33.21918893060487,21158,11,0,0,train
8.833916938597557,6.332053489078152,22508,2,0,0,train
-27.041624027076132,-50.971577152556506,157402,10,0,0,train
2.8453722365615572,-0.46362285913112644,22550,2,0,0,train
-21.311812244626097,34.71954012800275,40918,7,0,0,train
15.33102715295643,-29.819447534907876,23751,3,0,0,train
-11.460057584082943,-8.135316926268946,40877,7,0,0,train
46.952921646727205,29.096776851345176,28058,5,2,2,train
28.891490086584145,19.048619298953966,28147,5,0,0,train
-35.38937861207796,-30.357812876225992,23343,3,0,0,train
-22.218484551593676,41.3523826018462,27827,5,0,0,train
-15.215514728367694,-25.382040603557567,46816,9,0,0,train
-7.390162371622322,-39.430228150620906,46763,9,0,0,train
34.682553508141126,1.2627581793151945,27353,5,0,0,train
30.328500007628964,-25.102061718843334,27060,5,0,0,train
25.551583040124232,-6.031427905501716,27578,5,0,0,train
-2.274140617920385,22.81338962794505,23207,3,0,0,train
-15.135235087987148,-28.54338274781632,42056,8,0,0,train
-38.0746090304896,42.41183593983767,20737,11,4,4,train
32.44905967448037,-17.292148792333126,28151,5,0,0,train
-41.967353143508504,43.391070596100604,19871,0,4,4,train
-22.96599545422326,34.848836690290625,46483,9,0,0,train
-10.394462241984122,-47.42461191579832,157900,10,0,0,train
-1.3431560647591425,-23.8668814990767,23351,3,0,0,train
29.84838669065363,5.088339674386932,27082,5,0,0,train
2.8725874039318775,-37.895813322561594,23431,3,0,0,train
-41.116619952537405,-0.33972281857131126,46687,9,0,0,train
-46.50284841081559,53.74896836857596,42777,8,4,4,train
4.698986630157073,-30.95246054377314,23173,3,0,0,train
-30.069555642085714,-15.47260172616079,40561,7,0,0,train
22.327039339365935,-0.5722323386968255,27653,5,0,0,train
-35.01005727053192,-3.2654196016432064,25567,4,0,0,train
-24.70797074367716,-60.02832443592412,157168,10,0,0,train
-34.971318224399205,16.242195066164623,42722,8,0,0,train
17.567592370897348,-8.082016969243657,22316,2,0,0,train
32.46960355275756,44.198250209744984,25275,4,2,2,train
6.231075753732785,-45.01534354596396,27588,5,0,0,train
-10.157173854385146,1.4100614228076687,46907,9,0,0,train
-46.25363832200398,26.626701203223593,25818,4,4,4,train
