x,y,index,esp,labels,p_label,mode
1.0473748190841174,11.511916200573202,39529,6,0,0,train
-35.731350754070434,-15.999566226455254,23135,3,0,0,train
6.116414354625951,-12.493659960077057,27218,5,0,0,train
-21.390199548250916,-41.09552358040437,157629,10,0,0,train
-2.015042430813992,22.18033349851666,25539,4,0,0,train
-33.841797669476456,-14.31922815344429,23335,3,0,0,train
-33.40272014234209,-55.6942005889493,157457,10,0,0,train
-36.0312745620145,-35.72472823754594,39239,6,0,0,train
4.1629904653758025,-31.953716537135392,42396,8,0,0,train
32.24006739872933,-13.25770688777735,23549,3,0,0,train
18.85307991865778,-35.05986365658449,157939,10,0,0,train
-27.491530975841812,-65.55815783551293,158143,10,0,0,train
38.73459490929432,-14.064625883812564,27687,5,0,0,train
-44.97598181152107,33.82285241067093,39373,6,0,0,train
-24.205388474737223,-32.07251878405438,46493,9,0,0,train
-26.992983797423545,-26.839302168193722,42716,8,0,0,train
-34.491898442047315,1.7595130627796343,21216,11,0,0,train
-8.077776205790464,-56.190501875593014,157311,10,0,0,train
-41.41974848435099,-1.2007628255108447,39168,6,0,0,train
-38.00553156538984,44.26398692105172,47289,9,4,4,train
-41.456087729697884,7.572150671106428,26622,5,0,0,train
-23.781895384920915,39.418049675391266,25335,4,4,4,train
-10.086025511301893,-16.697136679465885,28096,5,0,0,train
-33.71801579943466,48.33369710850508,46581,9,4,4,train
-16.98471137679704,-43.380451140338344,157670,10,0,0,train
-42.92639269013061,47.03169698862309,41063,7,4,4,train
2.8189355091821886,-7.831376362746841,21250,11,0,0,train
-38.800273723790184,42.66355307158393,40879,7,0,0,train
2.347378603303996,-33.39022278183401,23485,3,0,0,train
-7.841383729994172,9.663697268428312,22348,2,0,0,train
-20.067350990815108,-46.35344261390487,157192,10,0,0,train
-36.47439305174025,8.329527774199194,22641,2,0,0,train
12.954084116194721,4.835369120934082,21186,11,0,0,train
-30.61789747385493,-7.011028640118106,27133,5,0,0,train
-34.40893845153117,-40.454831001446124,46454,9,1,1,train
-4.076509075261663,-10.352531799294521,22454,2,0,0,train
18.19624948028036,-7.5828397928021225,22913,3,0,0,train
-13.039571162996491,-12.573176755292799,23145,3,0,0,train
-12.873084529115182,0.7933513241275292,25086,4,0,0,train
-37.31717641105808,-11.60098329591521,23021,3,0,0,train
30.77772074212568,-7.822939551164392,40587,7,0,0,train
